Account Name,Opportunity Name,Stage,Close Date,Created Date,Type,Total ACV,Primary Campaign Source,Closed Lost Reason,Law Firm Practice Area,NumofLawyers
Johnston-Johnston,Multi-lateral 24/7 policy,Lost,1/25/23,1/4/23,New,30000.0,CB-Chat-Terminus-DemoRequest-SurePoint,Inertia (Provide Details),Insurance,1.0
"Cochran, Rose and Foster",Team-oriented client-server standardization,Lost,2/15/23,12/1/22,New,30000.0,Consultant,Price (Provide Details),Insurance,6.0
Brown LLC,Secured contextually-based open architecture,Won,8/28/23,11/21/22,New,30000.0,Website Demo + Contact Us - Form Submissions,,Corporate & Securities; Immigration; Litigation,0.0
"Ball, Mcintosh and Key",Front-line regional benchmark,Lost,1/3/23,9/21/22,New,30000.0,BDR Outreach,Inertia (Provide Details),Personal Injury,24.0
Duncan Ltd,Networked static orchestration,Lost,3/28/23,8/22/22,New,30000.0,DEMO-REQUEST-2022 ILTA event-ROSA MEXICANO-080522,Inertia (Provide Details),,75.0
Smith LLC,Advanced zero tolerance website,Lost,10/18/24,7/6/22,Upsell,30000.0,Cold Call,Price (Provide Details),Arbitration; Bankruptcy; Construction; Family; Other; Personal Injury; Real Estate; Trusts & Estates,13.0
Edwards-Harrison,Horizontal 24hour process improvement,Lost,1/3/23,6/29/22,New,30000.0,Consultant,Inertia (Provide Details),Maritime,12.0
"Hudson, Rocha and Evans",Monitored discrete help-desk,Lost,5/16/23,6/22/22,New,30000.0,Coyote Transfer Opp,Functionality (Provide Details),,38.0
"Adams, Hayes and Vazquez",Face-to-face responsive structure,Lost,6/13/24,3/1/22,Upsell,30000.0,Check-in Call,Inertia (Provide Details),Bankruptcy; Labor & Employment; Litigation,9.0
Nichols Group,Quality-focused global budgetary management,Lost,8/16/23,12/27/21,New,30000.0,LeadGen-ProfitabilityToolkit-072221,Inertia (Provide Details),,41.0
Green LLC,Multi-lateral client-driven Graphic Interface,Lost,4/7/24,12/20/21,New,30000.0,BDR Outreach,Inertia (Provide Details),Environmental; Government; Labor & Employment; Litigation; Workers Compensation,24.0
Martinez Inc,Reduced fresh-thinking moderator,Lost,2/27/23,2/18/20,New,30000.24,OA-Capterra PPC,Inertia (Provide Details),,12.0
Molina Inc,Visionary grid-enabled Graphic Interface,Won,11/28/23,11/16/23,Upsell,30360.0,Cold Call,,Appellate; Commercial; Construction; Insurance; Labor & Employment; Other; Product Liability; Professional Responsibility,33.0
Thomas LLC,Cross-group homogeneous functionalities,Lost,9/19/24,4/2/24,New,30555.0,ALA Regional Chapters,Functionality (Provide Details),,15.0
Cooper Inc,Reverse-engineered composite firmware,Open,11/26/24,9/25/24,Upsell,30600.0,Cold Call,,Class Actions; Commercial; Construction; Environmental; Litigation; Maritime; Product Liability; Workers Compensation,16.0
"Stewart, Wong and Berry",Pre-emptive multi-state solution,Open,12/6/24,11/18/22,Upsell,30600.0,webinar-Coyote Cloud-CUSTOMERS-101422,,Business Organizations; Corporate & Securities; Corporate Governance; Litigation; Other; Trusts & Estates,13.0
"Hodges, Smith and Melendez",Persevering coherent database,Won,3/28/24,7/6/22,Upsell,30600.0,Check-in Call,,Appellate; Business Organizations; Class Actions; Commercial; Construction; Environmental; Government; Insurance; Medical Malpractice; Other; Product Liability; Professional Responsibility; Transportation; Workers Compensation,15.0
"Maldonado, Kelly and Buchanan",Implemented zero administration strategy,Lost,1/6/23,12/20/22,Upsell,30696.0,webinar-Coyote Cloud-CUSTOMERS-101422,Inertia (Provide Details),Bankruptcy; Business Organizations; Commercial; Corporate & Securities; Finance & Banking; International; Litigation; Other; Real Estate; Restructuring; Sports; Trademark; White Collar,21.0
"Thompson, Mason and Zimmerman",Fully-configurable zero-defect monitoring,Won,3/26/23,8/12/22,New,31140.0,Coyote Transfer Opp,,Business Organizations; Construction; Criminal; Family; Healthcare; Personal Injury,15.0
"Marshall, Hill and Adams",Reduced discrete portal,Lost,4/7/24,6/20/22,New,31200.0,Coyote Transfer Opp,Inertia (Provide Details),,25.0
Knapp LLC,Enterprise-wide multi-state hardware,Lost,6/14/24,4/1/22,Cross-Sell,31200.0,Inbound-ContactEase-DemoRequest,Inertia (Provide Details),Appellate,86.0
"Dawson, Hall and Scott",Multi-channeled system-worthy forecast,Lost,6/13/24,11/16/23,Cross-Sell,31400.04,No Known Campaign Source,Inertia (Provide Details),Corporate & Securities; Education; Environmental,103.0
"Powers, Smith and Collins",Face-to-face needs-based model,Lost,1/19/23,2/17/20,New,31500.0,LMS Mobile Launch,Inertia (Provide Details),,26.0
Stuart PLC,Persistent discrete orchestration,Lost,6/12/24,1/25/23,Upsell,31620.0,Cold Call,Inertia (Provide Details),Environmental; Government; Healthcare; Insurance; Litigation; Municipal; Real Estate,77.0
Morgan-Ellison,Networked tertiary system engine,Won,6/30/23,4/4/23,Upsell,31872.0,Cold Call,,Bankruptcy; Business Organizations; Corporate Governance; Energy; Environmental; Finance & Banking; Government; Land Use & Zoning; Litigation; Municipal; Natural Resources; Other; Real Estate; Tax; Trusts & Estates; Utilities; Water,27.0
"Riley, Osborne and Martinez",Centralized leadingedge function,Won,8/14/23,6/20/23,Upsell,31884.0,Cold Call,,Appellate,18.0
Hill-Christian,User-centric transitional moratorium,Won,2/24/23,2/22/23,Upsell,31884.0,DEMO REQUEST-Coyote Cloud-102022,,,12.0
"Buck, Davenport and Phillips",Stand-alone empowering capability,Open,11/15/24,10/31/22,Upsell,31884.0,Cold Call,,Business Organizations; Corporate & Securities; Family; Finance & Banking; Government; Other; Real Estate,14.0
"Harris, Hansen and Stokes",Reverse-engineered real-time throughput,Lost,6/12/24,7/6/22,Upsell,31884.0,No Known Campaign Source,Inertia (Provide Details),Financing & Banking; Government; Insurance; Litigation; Public Finance,14.0
Brewer-Robinson,Optional hybrid neural-net,Lost,11/17/23,7/6/22,Upsell,31884.0,Check-in Call,Inertia (Provide Details),Appellate; Business Organizations; Commercial; Criminal; Energy; Environmental; Family; Finance & Banking; Land Use & Zoning; Litigation; Oil & Gas; Other; Personal Injury; Real Estate; Trusts & Estates,10.0
"Hardy, Leach and Scott",Team-oriented radical algorithm,Lost,10/9/23,7/6/22,Upsell,31884.0,Check-in Call,Price (Provide Details),Business Organizations; Education; Other; Personal Injury; Real Estate; Trusts & Estates,9.0
Adams-Meyer,Intuitive asynchronous benchmark,Lost,6/13/24,7/6/22,Upsell,31884.0,Cold Call,Inertia (Provide Details),Bankruptcy; Commercial; Other; Trusts & Estates,13.0
"Ballard, Schwartz and Smith",Polarized methodical portal,Lost,8/19/24,7/6/22,Upsell,31884.0,Check-in Call,Inertia (Provide Details),Appellate; Class Actions; Commercial; Construction; Environmental; Government; Intellectual Property; Land Use & Zoning; Medical Malpractice; Other; Product Liability; Professional Responsibility; Trademark; Transportation,11.0
"Wilson, Snyder and Mills",Proactive global service-desk,Lost,2/8/23,7/6/22,Upsell,31884.0,Check-in Call,Inertia (Provide Details),Class Actions; Intellectual Property; Medical Malpractice; Other; Personal Injury,13.0
Hampton-Stanley,Extended neutral budgetary management,Lost,2/6/23,7/6/22,Upsell,31884.0,Check-in Call,Price (Provide Details),Appellate; Aviation; Commercial; Construction; Insurance; Labor & Employment; Litigation; Product Liability; Transportation; Trial & Appellate Litigation,15.0
"Le, Anderson and Mckinney",Re-engineered bottom-line process improvement,Lost,6/12/24,7/6/22,Upsell,31884.0,No Known Campaign Source,Inertia (Provide Details),Energy; Oil & Gas,14.0
"Frazier, Carr and Mcbride",Function-based transitional knowledgebase,Lost,6/12/24,7/6/22,Upsell,31920.0,Check-in Call,Inertia (Provide Details),Appellate; Commercial; Corporate & Securities; Education; Elder Law; Family; Insurance; Land Use & Zoning; Litigation; Municipal; Other; Personal Injury; Tax; Trusts & Estates,17.0
"Wilcox, Lopez and Scott",Devolved client-driven product,Lost,10/17/24,8/13/24,New,32010.0,BDR Outreach,Inertia (Provide Details),,11.0
"Smith, Kennedy and Watts",Distributed discrete core,Lost,6/20/24,6/15/23,New,32160.0,Website Demo + Contact Us - Form Submissions,Inertia (Provide Details),,17.0
"Erickson, Nolan and Ryan",Compatible 24hour system engine,Lost,4/15/24,2/2/24,New,32328.0,Consultant,Price (Provide Details),,13.0
Harper-Garcia,Intuitive impactful matrices,Lost,6/3/24,8/9/23,New,32400.0,WR-Demo Request-0222-Solutions Overview:ContactEase-PG1137A1,Inertia (Provide Details),,71.0
Mora LLC,Versatile responsive framework,Lost,6/14/24,4/22/22,Cross-Sell,32400.0,LMA-PartyDEMOrequests-032422,Inertia (Provide Details),Corporate & Securities; Healthcare; Labor & Employment; Litigation; Product Liability,60.0
Ruiz-Wilson,Configurable motivating monitoring,Won,8/5/24,8/1/24,Upsell,32448.0,No Known Campaign Source,,Class Actions; Medical Malpractice; Personal Injury; Professional Responsibility,5.0
"Cook, Diaz and Garcia",Mandatory mobile orchestration,Lost,11/9/23,6/22/23,Upsell,32484.0,No Known Campaign Source,Inertia (Provide Details),Corporate & Securities; Litigation,568.0
Miller and Sons,Fully-configurable impactful analyzer,Lost,2/16/23,3/10/22,New,33000.0,Cold Call,Inertia (Provide Details),,31.0
Walton-Adams,Monitored neutral instruction set,Won,6/17/24,5/7/21,Upsell,33000.0,Check-in Call,,Commercial Transactions; Corporate & Securities; Mergers & Acquisitions,25.0
"White, Andrews and Foley",Cross-group disintermediate pricing structure,Won,3/31/23,7/6/22,Upsell,33240.0,Check-in Call,,Bankruptcy; Environmental; Family; Labor & Employment; Land Use & Zoning; Litigation; Other; Real Estate; Trusts & Estates,21.0
"Acosta, Robbins and Hendricks",Phased impactful architecture,Lost,4/14/23,4/12/22,New,33540.0,BDR Outreach,Price (Provide Details),Litigation,17.0
"Ball, Parker and Wong",Re-engineered dynamic success,Lost,9/7/23,5/22/23,Cross-Sell,33600.0,email-LMA Annual Conference 2023-Post Show,Functionality (Provide Details),Copyright; Patent; Trademark,49.0
Owen Ltd,Intuitive uniform approach,Lost,6/13/23,1/31/23,New,33600.0,Website Demo + Contact Us - Form Submissions,Functionality (Provide Details),,0.0
"Scott, Ortiz and Hickman",Digitized systemic framework,Open,12/31/24,10/25/24,Upsell,33667.92,Check-in Call,,Construction; Environmental; Finance & Banking; Government; Intellectual Property; Labor & Employment; Litigation; Other; Trial & Appellate Litigation; Utilities,22.0
Erickson-Murphy,Front-line user-facing groupware,Lost,4/23/24,2/20/24,New,33720.0,email-PracticeMgmtOverview-WhySurePoint-101223,Functionality (Provide Details),,11.0
"Thompson, Adams and Clark",Robust didactic projection,Won,7/31/23,12/1/22,New,33756.0,CB-Chat-Terminus-DemoRequest-SurePoint,,Arbitration,22.0
Nguyen PLC,Up-sized directional open system,Won,7/18/24,5/14/24,Upsell,34020.0,webinar-Coyote Practice Management for ON PREM-050924,,Arbitration; Commercial; Environmental; Government; Land Use & Zoning; Litigation; Mediation; Other; Real Estate; Tax; Water,48.0
"Patterson, Thomas and Tran",Front-line neutral budgetary management,Lost,1/25/24,12/2/21,New,34200.0,Website Demo + Contact Us - Form Submissions,Inertia (Provide Details),Commercial; Litigation,13.0
Griffin-Brewer,Centralized optimal matrices,Lost,6/13/24,1/13/23,New,34800.0,Website Demo + Contact Us - Form Submissions,Inertia (Provide Details),,60.0
"Chandler, Ellis and Brown",Synergistic disintermediate encryption,Lost,5/8/24,12/8/20,Upsell,34800.0,LMS Mobile Launch,Price (Provide Details),Employee Benefits; Labor & Employment; Real Estate; Trusts & Estates,19.0
"Clark, Mcpherson and Mays",Configurable high-level extranet,Lost,6/15/23,6/28/22,New,34944.0,Coyote Transfer Opp,Inertia (Provide Details),,33.0
Parsons-Stafford,Up-sized maximized architecture,Won,6/3/24,12/7/23,New,35000.04,Demo Requests-Coyote-Website MQLs-071322,,Bankruptcy; Immigration; Mediation,16.0
Mata-Steele,Polarized well-modulated alliance,Open,12/31/24,7/26/23,New,35000.04,Demo Requests-Coyote-Website MQLs-071322,,Litigation,7.0
"Clark, Zimmerman and Smith",Horizontal didactic migration,Won,6/4/24,7/19/22,Upsell,35100.0,IGNITE-2023-registrants-013023,,Appellate; Arbitration; Class Actions; Commercial; Environmental; Insurance; International; Litigation; Other; Product Liability; Regulatory,28.0
Mcpherson LLC,Fundamental human-resource info-mediaries,Open,11/22/24,6/17/24,New,35437.44,TS-National ALA Booth Visitors 2024,,,17.0
Figueroa Group,Organized object-oriented analyzer,Open,12/31/24,10/2/24,Upsell,35448.0,Check-in Call,,Environmental; Labor & Employment; Product Liability,20.0
Martin Ltd,Enterprise-wide explicit collaboration,Lost,6/12/24,7/19/22,Upsell,35448.0,Check-in Call,Inertia (Provide Details),Family; Real Estate; Trusts & Estates,17.0
Cooper Ltd,Persistent multi-tasking adapter,Won,9/8/23,6/16/22,New,35460.0,WR-Demo Request-0622-ABM Elite-PG1084A1,,Copyright; Litigation; Patent,23.0
Black-Ferguson,Expanded multimedia conglomeration,Lost,6/12/24,5/12/22,Upsell,35496.96,Check-in Call,Inertia (Provide Details),,148.0
Ortega-King,Configurable zero tolerance infrastructure,Won,4/30/24,7/12/22,Upsell,35880.0,Coyote Transfer Opp,,Bankruptcy; Business Organizations; Commercial; Construction; Corporate & Securities; Healthcare; Insurance; Intellectual Property; Litigation; Oil & Gas; Other; Professional Responsibility; Real Estate; Sports; Trusts & Estates,23.0
Fletcher PLC,Optimized zero tolerance interface,Lost,11/27/23,11/13/23,New,36000.0,Referred by Vendor,Price (Provide Details),Business Organizations; Cannibis; Corporate Governance; Finance & Banking; Labor & Employment; Real Estate,7.0
Adams-Romero,Multi-tiered multi-tasking Graphical User Interface,Lost,4/19/24,9/23/23,New,36000.0,webinar-ContactEase CRM-Business Development Tracking-071823,Feature (Provide Details),,120.0
Cantu Inc,Diverse tertiary challenge,Lost,4/26/24,3/16/23,Cross-Sell,36000.0,Demo Request-Inbound ContactEase Cross-Sells,Inertia (Provide Details),Insurance; Intellectual Property,81.0
"Carr, Sutton and Thompson",De-engineered bi-directional hardware,Lost,6/12/24,7/6/22,Upsell,36180.0,No Known Campaign Source,Inertia (Provide Details),Appellate; Construction; Criminal; Education; Energy; Environmental; Family; Government; Immigration; Intellectual Property; Labor & Employment; Litigation; Municipal; Nonprofit Organizations; Other; Personal Injury; Real Estate; Workers Compensation,24.0
Smith Ltd,Monitored actuating success,Lost,6/12/24,1/5/24,Upsell,36252.0,No Known Campaign Source,Inertia (Provide Details),Corporate & Securities; Real Estate; Tax,39.0
Young PLC,De-engineered regional definition,Open,11/27/24,10/18/24,Upsell,36960.0,Cold Call,,Antitrust,22.0
Compton and Sons,Phased zero tolerance time-frame,Open,11/29/24,3/28/24,Upsell,37200.0,Check-in Call,,Environmental; Mining; Water,23.0
Olson-Phillips,Multi-layered interactive solution,Lost,8/24/23,7/24/23,New,37200.0,webinar-ContactEase CRM-Business Development Tracking-071823,Feature (Provide Details),,85.0
York-Cochran,Assimilated global analyzer,Won,6/14/23,2/2/23,Upsell,37200.0,No Known Campaign Source,,Antitrust; Commercial; Intellectual Property,17.0
"Henderson, Bullock and Anderson",Synergized 6thgeneration intranet,Open,12/19/24,4/2/24,Cross-Sell,37440.0,BDR Outreach,,Corporate & Securities; Medical Malpractice; Personal Injury,127.0
King-Mckenzie,Face-to-face 3rdgeneration standardization,Open,12/31/24,9/12/24,New,37500.0,TS-National ALA Booth Visitors 2024,,,15.0
Contreras-Bennett,Total intangible productivity,Open,12/27/24,8/13/24,New,37500.0,OA-demo request-Coyote-ALA ad-020323,,,23.0
Park-Mann,Optional directional utilization,Open,12/20/24,7/26/24,New,37500.0,Cold Call,,,18.0
Rodriguez Ltd,Grass-roots context-sensitive workforce,Lost,9/16/24,7/22/24,New,37500.0,WR-Demo Request-Website-SurePoint.com-PG1142A1,Feature (Provide Details),,14.0
Morgan Ltd,Customer-focused fresh-thinking contingency,Lost,6/26/24,4/24/24,New,37500.0,WR-Demo Request-Website-SurePoint.com-PG1142A1,Feature (Provide Details),,21.0
Mccarthy-Smith,Progressive bandwidth-monitored secured line,Open,12/20/24,4/1/24,New,37500.0,BDR Outreach,,,21.0
Thompson Ltd,Reactive interactive access,Lost,7/15/24,3/13/24,New,37500.0,email-Monthly Newsletter-FEBRUARY 2024,Functionality (Provide Details),,6.0
Anderson-Meza,Customizable object-oriented application,Lost,8/20/24,3/13/24,New,37500.0,Created from Salesforce,Inertia (Provide Details),,20.0
Jones and Sons,Networked even-keeled matrices,Lost,10/25/24,3/7/24,New,37500.0,BDR Outreach,Inertia (Provide Details),,21.0
Wolfe PLC,Mandatory 5thgeneration Internet solution,Lost,9/30/24,3/6/24,New,37500.0,OA-GoogleAds-0824-BlackPropeller Practice Management-PG1158A1,Price (Provide Details),,26.0
Thompson PLC,Managed dynamic analyzer,Lost,9/30/24,2/8/24,New,37500.0,Cold Call,Inertia (Provide Details),Appellate; Commercial; Insurance; Intellectual Property; Litigation; Professional Responsibility,17.0
Gonzalez and Sons,Open-architected maximized function,Open,12/31/24,1/29/24,New,37500.0,WR-Demo Request-Website-SurePoint.com-PG1142A1,,,12.0
"Stephens, Roman and Stewart",Optional upward-trending intranet,Lost,3/7/24,12/12/23,New,37500.0,Website Demo + Contact Us - Form Submissions,Inertia (Provide Details),,13.0
"Marshall, Jackson and Estrada",Synergized asymmetric knowledgebase,Lost,9/4/24,11/17/23,New,37500.0,BDR Outreach,Inertia (Provide Details),,18.0
Fuentes-Wilson,Configurable explicit moderator,Lost,10/9/24,10/25/23,New,37500.0,Cold Call,Inertia (Provide Details),,20.0
Ford Group,Quality-focused clear-thinking initiative,Lost,4/23/24,10/24/23,New,37500.0,WR-Demo Request-Website-SurePoint.com-PG1142A1,Inertia (Provide Details),,12.0
Kennedy PLC,Streamlined system-worthy definition,Lost,1/3/24,10/11/23,New,37500.0,Website Demo + Contact Us - Form Submissions,Functionality (Provide Details),Business Organizations; Family; Real Estate,15.0
Simpson Ltd,Triple-buffered client-server challenge,Lost,6/20/24,9/5/23,New,37500.0,BDR Outreach,Inertia (Provide Details),Elder Law; Family,17.0
Hernandez PLC,Public-key heuristic firmware,Lost,4/19/24,9/1/23,New,37500.0,BDR Outreach,Inertia (Provide Details),,12.0
Pena-Wilson,Business-focused maximized ability,Lost,12/28/23,8/30/23,New,37500.0,BDR Outreach,Inertia (Provide Details),,20.0
Vance and Sons,Multi-tiered attitude-oriented collaboration,Lost,5/20/24,8/25/23,New,37500.0,IB-LeadGen-Demo-INBOUND,Inertia (Provide Details),,11.0
"Jennings, Holmes and Lambert",Horizontal bottom-line solution,Lost,4/2/24,8/25/23,New,37500.0,DEMO REQUEST-Coyote Cloud-102022,Feature (Provide Details),,18.0
Mason-Jackson,Face-to-face empowering protocol,Lost,5/15/24,8/25/23,New,37500.0,email-Coyote Business Intelligence-081523,Functionality (Provide Details),,21.0
Lowery-Schultz,Right-sized coherent protocol,Lost,4/22/24,8/21/23,New,37500.0,WR-Demo Request-Website-SurePoint.com-PG1142A1,Inertia (Provide Details),,17.0
"Giles, Davis and Carrillo",Reduced solution-oriented interface,Lost,9/7/23,8/2/23,New,37500.0,BDR Outreach,Inertia (Provide Details),,20.0
"Vasquez, Snyder and Stone",Configurable web-enabled projection,Lost,1/2/24,7/31/23,New,37500.0,BDR Outreach,Feature (Provide Details),,15.0
"Hernandez, Morris and Ortiz",Intuitive content-based info-mediaries,Lost,8/8/23,7/13/23,New,37500.0,BDR Outreach,Inertia (Provide Details),,15.0
Hopkins Ltd,Open-architected web-enabled capability,Lost,8/6/24,6/29/23,New,37500.0,email - Recover Unpaid Invoices with Payment Plans-062023,Functionality (Provide Details),Business Organizations; Real Estate; Trusts & Estates,17.0
Floyd-Black,Expanded 24/7 projection,Lost,7/25/23,6/21/23,New,37500.0,Website Demo + Contact Us - Form Submissions,Functionality (Provide Details),Business Organizations,1.0
Ballard LLC,Advanced tangible info-mediaries,Lost,8/16/23,6/5/23,New,37500.0,Cold Call,Inertia (Provide Details),,28.0
Hernandez-Chandler,Intuitive empowering capacity,Lost,3/27/24,5/30/23,New,37500.0,Inbound-Demo-ALA,Inertia (Provide Details),,38.0
Nguyen-Smith,Reactive bifurcated task-force,Lost,9/7/23,5/9/23,New,37500.0,BDR Outreach,Inertia (Provide Details),Insurance,12.0
"Patrick, Morton and Wallace",Public-key mobile emulation,Lost,6/30/24,4/18/23,New,37500.0,Demo Requests-Coyote-Website MQLs-071322,Inertia (Provide Details),,25.0
Rowe and Sons,Synchronized national throughput,Lost,3/20/24,3/16/23,New,37500.0,Website Demo + Contact Us - Form Submissions,Inertia (Provide Details),Appellate; Arbitration; Construction,23.0
Townsend-Johnson,Secured full-range leverage,Lost,10/25/24,3/6/23,New,37500.0,email-NYLW-2-022823,Inertia (Provide Details),,18.0
Walters-Gaines,Phased grid-enabled installation,Lost,6/15/23,3/3/23,New,37500.0,BDR Outreach,Inertia (Provide Details),,20.0
Hampton LLC,Customer-focused bandwidth-monitored secured line,Lost,7/20/24,2/17/23,New,37500.0,Demo Requests-Coyote-Website MQLs-071322,Inertia (Provide Details),,6.0
Schwartz-Lucas,Profit-focused eco-centric initiative,Won,6/28/23,1/9/23,New,37500.0,Website Demo + Contact Us - Form Submissions,,Bankruptcy; Business Organizations; Commercial; Healthcare; Litigation; Mediation; Real Estate,16.0
Singleton-Scott,Customer-focused dynamic Internet solution,Lost,5/8/23,12/12/22,New,37500.0,Demo Requests-Coyote-Website MQLs-071322,Inertia (Provide Details),,35.0
White-Peterson,Operative system-worthy throughput,Lost,2/3/23,11/21/22,New,37500.0,Demo Requests-Coyote-Website MQLs-071322,Functionality (Provide Details),,22.0
"Mcguire, Barry and Anderson",Programmable actuating framework,Lost,4/15/24,11/18/22,New,37500.0,IB-LeadGen-Demo-INBOUND,Inertia (Provide Details),Education,26.0
Wagner Group,Organized explicit frame,Lost,9/4/24,10/6/22,New,37500.0,Demo Requests-Coyote-Website MQLs-071322,Inertia (Provide Details),Insurance,19.0
"Potts, Harris and Mosley",Switchable clear-thinking contingency,Lost,1/19/23,8/31/22,New,37500.0,Cold Call,Functionality (Provide Details),,21.0
Gould LLC,Organized exuding pricing structure,Lost,6/12/24,7/6/22,Upsell,37500.0,Coyote Transfer Opp,Inertia (Provide Details),Education; Labor & Employment; Litigation; Other,23.0
Allison-Dennis,Object-based global solution,Lost,3/19/24,6/28/22,New,37500.0,Coyote Transfer Opp,Inertia (Provide Details),Bankruptcy; Construction; Corporate Governance,25.0
"Bennett, White and Parker",Robust tangible hub,Lost,11/9/23,6/23/22,New,37500.0,Coyote Transfer Opp,Inertia (Provide Details),Labor & Employment,19.0
Martinez-Garcia,Polarized analyzing support,Lost,12/28/23,6/23/22,New,37500.0,Coyote Transfer Opp,Inertia (Provide Details),Litigation,25.0
Crawford and Sons,Team-oriented 24hour attitude,Lost,6/28/23,6/23/22,New,37500.0,Coyote Transfer Opp,Inertia (Provide Details),,14.0
"Martin, Guerrero and Robinson",Front-line zero-defect paradigm,Lost,12/12/23,6/23/22,New,37500.0,Coyote Transfer Opp,Inertia (Provide Details),,17.0
King Inc,Multi-layered fault-tolerant throughput,Lost,5/20/24,6/22/22,New,37500.0,Coyote Transfer Opp,Functionality (Provide Details),,18.0
Henderson Group,Cloned uniform methodology,Won,8/17/23,6/20/22,New,37500.0,Coyote Transfer Opp,,Administrative; Class Actions; Commercial; Employee Benefits; Insurance; Trial & Appellate Litigation,25.0
"Miller, Jones and Matthews",Managed user-facing process improvement,Lost,7/10/23,6/14/22,New,37500.0,WR-Demo Request-0622-ABM Centerbase-PG1082A1,Inertia (Provide Details),,5.0
Hull-Brown,Cross-platform reciprocal moderator,Lost,4/15/24,10/30/19,New,37500.0,Cold Call,Inertia (Provide Details),Intellectual Property; Patent; Trademark,23.0
"Ortiz, Stephens and Fernandez",Inverse solution-oriented protocol,Lost,8/22/24,6/13/24,New,37500.48,TS-National ALA Booth Visitors 2024,Inertia (Provide Details),,19.0
Walters Group,Realigned regional Local Area Network,Lost,7/30/24,3/14/24,New,37584.0,BDR Outreach,Inertia (Provide Details),,22.0
"Floyd, Cole and Scott",Operative empowering moratorium,Open,11/26/24,6/20/24,Cross-Sell,37740.0,*LMA 2024,,Appellate; Education; Insurance,107.0
"Davis, Compton and Carter",Streamlined intermediate collaboration,Open,10/31/24,4/30/24,Upsell,37908.0,No Known Campaign Source,,Bankruptcy; Construction; Corporate & Securities; Corporate Governance; Energy; Family; Intellectual Property; Litigation; Mergers & Acquisitions; Other; Real Estate; Restructuring,41.0
Brewer Ltd,Inverse static budgetary management,Lost,3/10/23,2/1/23,New,37920.0,Website Demo + Contact Us - Form Submissions,Functionality (Provide Details),Commercial; Corporate & Securities; Finance & Banking; Immigration; Intellectual Property; Labor & Employment; Litigation; Real Estate,20.0
"Foster, Johnson and Morgan",Extended reciprocal contingency,Open,11/29/24,10/14/24,Upsell,38199.96,Check-in Call,,,131.0
Hogan-Kelly,Stand-alone attitude-oriented encryption,Lost,6/12/24,11/21/23,Upsell,38199.96,Check-in Call,Inertia (Provide Details),,131.0
Hughes-Black,Visionary 6thgeneration attitude,Won,4/3/23,2/24/23,New,38340.0,Consultant,,Insurance,24.0
Watkins-Huff,Digitized uniform capability,Lost,3/28/24,2/21/23,New,38400.0,Demo Requests-Coyote-Website MQLs-071322,Price (Provide Details),,10.0
Dean-Morales,Customer-focused optimizing benchmark,Lost,7/7/23,8/8/22,Upsell,38400.0,No Known Campaign Source,Functionality (Provide Details),,99.0
"Paul, Mckinney and Tate",Focused 4thgeneration flexibility,Won,6/21/24,10/27/23,Upsell,38700.0,Check-in Call,,Energy; Healthcare; Insurance; Litigation; Mergers & Acquisitions; Oil & Gas; Other; Real Estate,33.0
Pace Ltd,Decentralized attitude-oriented middleware,Lost,6/8/23,11/22/22,New,38700.0,DEMO REQUEST-Coyote Cloud-102022,Functionality (Provide Details),,12.0
"Wood, Diaz and Hughes",Virtual systematic moratorium,Lost,5/20/24,9/28/22,New,39000.0,Referred by Client,Inertia (Provide Details),,12.0
Flowers-Austin,Customizable national hardware,Lost,9/25/23,7/28/22,New,39000.0,Demo Requests-Coyote-Website MQLs-071322,Inertia (Provide Details),Litigation,43.0
Bennett Group,Centralized asymmetric matrices,Lost,2/15/23,7/19/22,New,39000.0,Coyote Transfer Opp,Inertia (Provide Details),Litigation,25.0
Boyd Inc,Face-to-face 3rdgeneration encoding,Lost,3/28/24,7/13/22,New,39000.0,BDR Outreach,Inertia (Provide Details),,18.0
Steele-Jenkins,Balanced multimedia secured line,Lost,5/8/23,6/3/22,New,39000.0,Website Demo + Contact Us - Form Submissions,Inertia (Provide Details),,9.0
Jones and Sons,Profit-focused holistic policy,Lost,12/28/23,6/2/22,New,39000.0,WR-Demo Request-0422-ALA 2022 Raffle-PG1067A1,Inertia (Provide Details),Litigation,14.0
Clark LLC,Configurable well-modulated migration,Lost,10/15/24,4/14/22,New,39000.0,BDR Outreach,Inertia (Provide Details),,23.0
"Anderson, Miller and Harper",Multi-lateral intermediate moratorium,Lost,5/5/23,4/13/22,New,39000.0,BDR Outreach,Inertia (Provide Details),Appellate; Commercial; Insurance; Intellectual Property; Litigation; Professional Responsibility,17.0
Lopez LLC,Fundamental upward-trending implementation,Lost,5/12/23,4/11/22,New,39000.0,BDR Outreach,Price (Provide Details),,15.0
"Martinez, Dean and Fowler",Phased executive concept,Lost,2/6/23,4/11/22,New,39000.0,BDR Outreach,Inertia (Provide Details),,11.0
Farmer LLC,Right-sized web-enabled intranet,Lost,1/4/23,3/24/22,New,39000.0,Cold Call,Inertia (Provide Details),Business Organizations; Real Estate,10.0
Marshall-Montgomery,Optimized maximized portal,Lost,5/8/23,3/22/22,New,39000.0,ALA - Boston,Functionality (Provide Details),,14.0
